Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11
Área 003; 15 848 ; 8 100 ; 7 747 ;  1 752,69 ;  2 105,21 ;  1 384,09 ;  1 000,00 ;  1 080,00 ;   800,00 ;3504008003003
Área 004; 18 006 ; 9 096 ; 8 910 ;  1 704,91 ;  1 897,47 ;  1 508,30 ;   900,00 ;  1 000,00 ;   710,00 ;3504008003004
Atibaia; 76 855 ; 41 180 ; 35 675 ;  1 671,88 ;  1 987,18 ;  1 307,92 ;   900,00 ;  1 000,00 ;   730,00 ;3504107
Área 001; 8 171 ; 4 085 ; 4 086 ;  1 445,08 ;  1 781,01 ;  1 109,26 ;  1 000,00 ;  1 050,00 ;   800,00 ;3504107003001
Área 002; 8 412 ; 4 149 ; 4 263 ;  1 857,64 ;  2 113,90 ;  1 608,27 ;  1 000,00 ;  1 200,00 ;   900,00 ;3504107003002
Área 003; 8 180 ; 4 366 ; 3 814 ;  2 184,61 ;  2 481,09 ;  1 845,18 ;  1 000,00 ;  1 200,00 ;   900,00 ;3504107003003
Área 004; 8 563 ; 4 377 ; 4 186 ;  3 437,36 ;  4 554,33 ;  2 269,54 ;  1 600,00 ;  2 000,00 ;  1 270,00 ;3504107003004
Área 005; 9 019 ; 4 884 ; 4 135 ;  1 882,85 ;  2 264,40 ;  1 432,21 ;   850,00 ;  1 000,00 ;   700,00 ;3504107003005
Área 006; 14 339 ; 8 159 ; 6 180 ;  1 098,67 ;  1 327,40 ;   796,71 ;   700,00 ;   850,00 ;   600,00 ;3504107003006
Área 007; 20 171 ; 11 160 ; 9 011 ;  1 042,02 ;  1 176,58 ;   875,36 ;   800,00 ;   900,00 ;   650,00 ;3504107003007
Avaré; 52 760 ; 27 535 ; 25 225 ;  1 301,86 ;  1 503,55 ;  1 081,69 ;   800,00 ;   920,00 ;   650,00 ;3504503
Área 001; 9 050 ; 4 714 ; 4 335 ;  1 109,69 ;  1 291,89 ;   911,56 ;   770,00 ;   900,00 ;   650,00 ;3504503003001
Área 002; 9 585 ; 4 981 ; 4 604 ;  1 160,04 ;  1 307,83 ;  1 000,15 ;   750,00 ;   840,00 ;   600,00 ;3504503003002
Área 003; 13 903 ; 7 577 ; 6 326 ;  1 210,73 ;  1 405,96 ;   976,91 ;   760,00 ;   900,00 ;   622,00 ;3504503003003
Área 004; 20 222 ; 10 263 ; 9 959 ;  1 517,73 ;  1 767,83 ;  1 260,00 ;   800,00 ;  1 000,00 ;   700,00 ;3504503003004
Bariri; 20 267 ; 11 331 ; 8 937 ;  1 200,20 ;  1 407,35 ;   937,57 ;   800,00 ;  1 000,00 ;   600,00 ;3505203
Área 001; 7 855 ; 4 348 ; 3 506 ;  1 522,50 ;  1 786,53 ;  1 195,07 ;  1 000,00 ;  1 100,00 ;   700,00 ;3505203003001
Área 002; 12 412 ; 6 982 ; 5 430 ;   996,24 ;  1 171,19 ;   771,30 ;   750,00 ;   870,00 ;   590,00 ;3505203003002
Barra Bonita; 23 008 ; 12 727 ; 10 281 ;  1 381,86 ;  1 657,01 ;  1 041,26 ;   830,00 ;  1 000,00 ;   650,00 ;3505302
Área 001; 7 670 ; 4 142 ; 3 528 ;  1 593,25 ;  1 895,94 ;  1 237,89 ;  1 000,00 ;  1 200,00 ;   700,00 ;3505302003001
Área 002; 15 338 ; 8 585 ; 6 753 ;  1 276,15 ;  1 541,73 ;   938,54 ;   800,00 ;  1 000,00 ;   600,00 ;3505302003002
Barretos; 73 622 ; 37 951 ; 35 670 ;  1 377,42 ;  1 675,78 ;  1 059,98 ;   800,00 ;  1 000,00 ;   690,00 ;3505500
Área 001; 8 737 ; 4 602 ; 4 135 ;  1 114,33 ;  1 276,16 ;   934,24 ;   780,00 ;   900,00 ;   600,00 ;3505500003001
Área 002; 15 845 ; 8 615 ; 7 230 ;  1 003,98 ;  1 176,72 ;   798,17 ;   765,00 ;   900,00 ;   600,00 ;3505500003002
Área 003; 8 371 ; 4 067 ; 4 304 ;  2 096,24 ;  2 791,17 ;  1 439,72 ;  1 000,00 ;  1 200,00 ;   800,00 ;3505500003003
Área 004; 8 774 ; 4 393 ; 4 381 ;  1 737,43 ;  2 247,57 ;  1 225,91 ;   900,00 ;  1 020,00 ;   700,00 ;3505500003004
Área 005; 14 824 ; 7 586 ; 7 239 ;  1 287,61 ;  1 498,64 ;  1 066,46 ;   800,00 ;  1 000,00 ;   680,00 ;3505500003005
Área 006; 17 071 ; 8 690 ; 8 381 ;  1 399,12 ;  1 725,72 ;  1 060,48 ;   870,00 ;  1 000,00 ;   700,00 ;3505500003006
Barrinha; 16 996 ; 9 657 ; 7 339 ;  1 099,67 ;  1 328,19 ;   798,96 ;   800,00 ;  1 000,00 ;   600,00 ;3505609
Área 001; 8 242 ; 4 721 ; 3 522 ;   996,73 ;  1 235,33 ;   676,92 ;   800,00 ;  1 000,00 ;   550,00 ;3505609003001
Área 002; 8 754 ; 4 936 ; 3 817 ;  1 196,59 ;  1 416,99 ;   911,57 ;   870,00 ;  1 000,00 ;   600,00 ;3505609003002
Barueri; 133 782 ; 72 115 ; 61 667 ;  1 868,19 ;  2 294,00 ;  1 370,25 ;   900,00 ;  1 000,00 ;   715,00 ;3505708
Região Aldeia-Fazenda Militar-Votupoca; 8 163 ; 4 425 ; 3 737 ;  1 363,60 ;  1 639,05 ;  1 037,45 ;   854,00 ;  1 000,00 ;   700,00 ;3505708005002
Região Alphaville-Jubran-Tamboré; 8 733 ; 4 780 ; 3 953 ;  10 299,84 ;  13 447,18 ;  6 494,05 ;  5 500,00 ;  10 000,00 ;  3 500,00 ;3505708005012
Região Belval-Altos-Aldeia da Serra; 13 672 ; 7 323 ; 6 349 ;  2 037,51 ;  2 570,10 ;  1 423,19 ;   850,00 ;  1 000,00 ;   710,00 ;3505708005008
Região Califórnia; 9 460 ; 5 235 ; 4 225 ;  1 216,39 ;  1 355,85 ;  1 043,60 ;   820,00 ;  1 000,00 ;   740,00 ;3505708005009
Região Central do Silveira; 14 072 ; 7 564 ; 6 508 ;  1 024,55 ;  1 211,05 ;   807,80 ;   800,00 ;   900,00 ;   644,00 ;3505708005006
Região Centro-Boa Vista; 9 821 ; 5 247 ; 4 574 ;  1 730,11 ;  1 924,76 ;  1 506,83 ;  1 020,00 ;  1 200,00 ;  1 000,00 ;3505708005001
Região Cruz Preta; 7 919 ; 4 292 ; 3 626 ;  1 410,08 ;  1 673,97 ;  1 097,72 ;  1 000,00 ;  1 100,00 ;   800,00 ;3505708005011
Região Engenho Novo; 11 405 ; 6 148 ; 5 258 ;  1 108,10 ;  1 255,24 ;   936,04 ;   800,00 ;   900,00 ;   685,00 ;3505708005010
Região Imperial-Mutinga; 15 398 ; 8 285 ; 7 113 ;   975,38 ;  1 152,65 ;   768,89 ;   800,00 ;   900,00 ;   600,00 ;3505708005013
Região Jardim Paulista-São Fernando; 8 726 ; 4 623 ; 4 103 ;  1 089,99 ;  1 188,41 ;   979,10 ;   800,00 ;   915,00 ;   750,00 ;3505708005004
Região Norte do Silveira; 9 478 ; 5 054 ; 4 424 ;  1 177,18 ;  1 361,33 ;   966,82 ;   850,00 ;  1 000,00 ;   700,00 ;3505708005007
Região Parque Viana; 7 715 ; 4 159 ; 3 556 ;  1 231,07 ;  1 436,50 ;   990,85 ;   800,00 ;  1 000,00 ;   650,00 ;3505708005003
Região Sul do Silveira; 9 220 ; 4 980 ; 4 240 ;   985,37 ;  1 188,69 ;   746,58 ;   780,00 ;   890,00 ;   600,00 ;3505708005005
Batatais; 35 147 ; 19 425 ; 15 722 ;  1 425,24 ;  1 716,56 ;  1 065,29 ;   900,00 ;  1 020,00 ;   644,00 ;3505906
Área 001; 9 080 ; 5 387 ; 3 693 ;   913,94 ;  1 114,96 ;   620,74 ;   750,00 ;   950,00 ;   510,00 ;3505906003001
Área 002; 12 514 ; 6 656 ; 5 859 ;  1 559,50 ;  1 898,71 ;  1 174,13 ;   980,00 ;  1 200,00 ;   720,00 ;3505906003002
Área 003; 13 553 ; 7 382 ; 6 170 ;  1 643,83 ;  1 991,32 ;  1 228,05 ;  1 000,00 ;  1 200,00 ;   700,00 ;3505906003003
Bauru; 218 709 ; 113 106 ; 105 604 ;  1 775,49 ;  2 151,45 ;  1 372,82 ;   920,00 ;  1 020,00 ;   750,00 ;3506003
Centro; 11 390 ; 5 326 ; 6 065 ;  3 243,49 ;  3 917,29 ;  2 651,79 ;  1 500,00 ;  1 500,00 ;  1 400,00 ;3506003005001
Leste A; 14 615 ; 7 343 ; 7 272 ;  2 249,13 ;  2 966,34 ;  1 524,93 ;  1 100,00 ;  1 200,00 ;   980,00 ;3506003005002
Leste B; 9 911 ; 5 026 ; 4 885 ;  1 484,92 ;  1 772,78 ;  1 188,76 ;  1 000,00 ;  1 120,00 ;   800,00 ;3506003005003
Leste C; 14 432 ; 7 043 ; 7 389 ;  3 530,33 ;  4 726,35 ;  2 390,34 ;  1 800,00 ;  2 200,00 ;  1 500,00 ;3506003005004
Nordeste A; 16 029 ; 8 439 ; 7 590 ;  1 183,37 ;  1 411,36 ;   929,88 ;   890,00 ;  1 000,00 ;   700,00 ;3506003005005
Nordeste B; 9 429 ; 4 869 ; 4 560 ;  1 191,09 ;  1 324,26 ;  1 048,89 ;   850,00 ;  1 000,00 ;   700,00 ;3506003005006
Noroeste A; 15 446 ; 7 908 ; 7 538 ;  1 279,24 ;  1 592,10 ;   951,06 ;   800,00 ;  1 000,00 ;   650,00 ;3506003005007
Noroeste B; 11 001 ; 5 753 ; 5 249 ;   931,98 ;  1 084,23 ;   765,12 ;   700,00 ;   850,00 ;   600,00 ;3506003005008
Noroeste C; 16 402 ; 8 578 ; 7 824 ;  1 132,52 ;  1 351,85 ;   892,06 ;   800,00 ;   900,00 ;   620,00 ;3506003005009
Norte A; 16 099 ; 8 667 ; 7 433 ;  1 331,76 ;  1 556,97 ;  1 069,16 ;   800,00 ;   980,00 ;   700,00 ;3506003005010
Norte B; 11 513 ; 6 125 ; 5 388 ;  1 297,90 ;  1 621,36 ;   930,16 ;   860,00 ;  1 000,00 ;   700,00 ;3506003005011
Norte C; 12 283 ; 6 407 ; 5 876 ;  1 055,81 ;  1 332,55 ;   754,03 ;   760,00 ;   900,00 ;   600,00 ;3506003005012
Oeste A; 14 548 ; 7 647 ; 6 901 ;  1 173,92 ;  1 366,63 ;   960,36 ;   800,00 ;  1 000,00 ;   686,00 ;3506003005013
Oeste B; 10 332 ; 5 426 ; 4 906 ;  1 476,15 ;  1 724,34 ;  1 201,63 ;  1 000,00 ;  1 100,00 ;   800,00 ;3506003005014
Sudeste A; 14 496 ; 7 712 ; 6 784 ;  1 047,75 ;  1 218,38 ;   853,77 ;   800,00 ;  1 000,00 ;   650,00 ;3506003005015
Sudoeste; 8 293 ; 4 403 ; 3 890 ;  2 082,12 ;  2 432,92 ;  1 685,12 ;  1 000,00 ;  1 200,00 ;   800,00 ;3506003005016
Sul; 12 490 ; 6 434 ; 6 056 ;  4 796,85 ;  5 881,12 ;  3 644,75 ;  2 100,00 ;  3 000,00 ;  1 900,00 ;3506003005017
Bebedouro; 47 625 ; 25 591 ; 22 033 ;  1 365,46 ;  1 690,54 ;   987,89 ;   800,00 ;   950,00 ;   600,00 ;3506102
Área 001; 8 399 ; 4 646 ; 3 753 ;  1 233,00 ;  1 485,21 ;   920,82 ;   700,00 ;   880,00 ;   600,00 ;3506102003001
Área 002; 7 886 ; 4 053 ; 3 833 ;  1 922,78 ;  2 374,22 ;  1 445,37 ;   932,00 ;  1 020,00 ;   750,00 ;3506102003002
Área 003; 16 072 ; 8 316 ; 7 756 ;  1 382,80 ;  1 774,56 ;   962,79 ;   800,00 ;   940,00 ;   600,00 ;3506102003003
Área 004; 15 267 ; 8 576 ; 6 691 ;  1 132,18 ;  1 397,15 ;   792,52 ;   725,00 ;   900,00 ;   540,00 ;3506102003004
Bertioga; 27 903 ; 15 480 ; 12 423 ;  1 240,81 ;  1 427,47 ;  1 008,21 ;   800,00 ;   930,00 ;   640,00 ;3506359
Área 001; 13 014 ; 7 143 ; 5 871 ;  1 297,56 ;  1 430,78 ;  1 135,48 ;   800,00 ;  1 000,00 ;   670,00 ;3506359003001
Área 002; 14 889 ; 8 337 ; 6 552 ;  1 191,20 ;  1 424,64 ;   894,16 ;   800,00 ;   900,00 ;   600,00 ;3506359003002
Birigui; 75 256 ; 38 749 ; 36 507 ;  1 149,05 ;  1 383,43 ;   900,28 ;   745,00 ;   860,00 ;   615,00 ;3506508
Área 001; 10 190 ; 5 599 ; 4 591 ;  1 091,77 ;  1 311,68 ;   823,60 ;   720,00 ;   848,00 ;   600,00 ;3506508003001
Área 002; 12 708 ; 6 505 ; 6 203 ;   861,71 ;  1 011,63 ;   704,47 ;   700,00 ;   800,00 ;   600,00 ;3506508003002
Área 003; 9 659 ; 5 100 ; 4 559 ;   806,39 ;   911,40 ;   688,93 ;   700,00 ;   800,00 ;   590,00 ;3506508003003
Área 004; 8 868 ; 4 499 ; 4 369 ;  1 367,83 ;  1 680,22 ;  1 046,14 ;   800,00 ;  1 000,00 ;   700,00 ;3506508003004
Área 005; 16 042 ; 8 030 ; 8 013 ;  1 696,83 ;  2 122,39 ;  1 270,37 ;   900,00 ;  1 000,00 ;   750,00 ;3506508003005
Área 006; 17 789 ; 9 016 ; 8 773 ;   970,12 ;  1 157,04 ;   778,02 ;   700,00 ;   850,00 ;   600,00 ;3506508003006
Boituva; 29 896 ; 16 818 ; 13 078 ;  1 417,48 ;  1 729,04 ;  1 016,82 ;   850,00 ;  1 000,00 ;   700,00 ;3507001
Área 001; 12 763 ; 7 118 ; 5 645 ;  1 399,57 ;  1 697,69 ;  1 023,63 ;   820,00 ;  1 000,00 ;   650,00 ;3507001003001
Área 002; 17 133 ; 9 700 ; 7 433 ;  1 430,82 ;  1 752,04 ;  1 011,66 ;   850,00 ;  1 000,00 ;   700,00 ;3507001003002
Botucatu; 78 574 ; 41 133 ; 37 440 ;  1 700,48 ;  2 021,45 ;  1 347,86 ;   970,00 ;  1 020,00 ;   800,00 ;3507506
Área 001; 7 562 ; 3 563 ; 3 999 ;  2 314,53 ;  2 669,06 ;  1 998,60 ;  1 270,00 ;  1 500,00 ;  1 000,00 ;3507506003001
Área 002; 8 724 ; 4 886 ; 3 838 ;  1 024,18 ;  1 206,67 ;   791,89 ;   800,00 ;   900,00 ;   600,00 ;3507506003002
Área 003; 10 294 ; 5 522 ; 4 772 ;  1 184,66 ;  1 415,41 ;   917,61 ;   835,00 ;  1 000,00 ;   680,00 ;3507506003003
Área 004; 10 062 ; 5 580 ; 4 482 ;  1 063,12 ;  1 259,31 ;   818,85 ;   750,00 ;   900,00 ;   560,00 ;3507506003004
Área 005; 9 255 ; 4 640 ; 4 614 ;  2 378,96 ;  2 935,11 ;  1 819,67 ;  1 500,00 ;  1 600,00 ;  1 200,00 ;3507506003005
Área 006; 16 071 ; 8 140 ; 7 931 ;  2 409,02 ;  3 065,89 ;  1 734,84 ;  1 000,00 ;  1 200,00 ;   820,00 ;3507506003006
Área 007; 16 606 ; 8 802 ; 7 805 ;  1 418,31 ;  1 627,37 ;  1 182,54 ;   900,00 ;  1 021,00 ;   700,00 ;3507506003007
Bragança Paulista; 90 387 ; 48 650 ; 41 737 ;  1 518,50 ;  1 734,02 ;  1 267,28 ;   800,00 ;  1 000,00 ;   700,00 ;3507605
Área 001; 8 502 ; 5 064 ; 3 438 ;  1 096,50 ;  1 141,52 ;  1 030,18 ;   700,00 ;   800,00 ;   510,00 ;3507605003001
Área 002; 8 503 ; 4 498 ; 4 006 ;  3 835,51 ;  4 282,00 ;  3 334,16 ;  2 000,00 ;  2 500,00 ;  1 500,00 ;3507605003002
Área 003; 9 851 ; 4 957 ; 4 894 ;  1 843,88 ;  2 223,78 ;  1 459,06 ;  1 000,00 ;  1 200,00 ;   900,00 ;3507605003003
Área 004; 9 841 ; 5 075 ; 4 766 ;  1 110,91 ;  1 302,42 ;   907,00 ;   830,00 ;  1 000,00 ;   700,00 ;3507605003004
Área 005; 8 603 ; 4 450 ; 4 153 ;  1 318,36 ;  1 541,98 ;  1 078,77 ;   900,00 ;  1 000,00 ;   720,00 ;3507605003005
Área 006; 8 753 ; 4 694 ; 4 059 ;  1 118,02 ;  1 319,69 ;   884,79 ;   800,00 ;  1 000,00 ;   670,00 ;3507605003006
Área 007; 8 976 ; 4 948 ; 4 028 ;  1 145,18 ;  1 300,56 ;   954,31 ;   800,00 ;   900,00 ;   600,00 ;3507605003007
Área 008; 12 449 ; 6 802 ; 5 647 ;   935,13 ;  1 108,83 ;   725,89 ;   750,00 ;   900,00 ;   600,00 ;3507605003008
Área 009; 14 909 ; 8 162 ; 6 747 ;  1 554,14 ;  1 795,21 ;  1 262,48 ;   800,00 ;   900,00 ;   700,00 ;3507605003009
Cabreúva; 24 213 ; 13 787 ; 10 425 ;  1 182,86 ;  1 396,37 ;   900,51 ;   800,00 ;  1 000,00 ;   640,00 ;3508405
Área 001; 9 294 ; 5 268 ; 4 026 ;  1 166,05 ;  1 350,32 ;   924,92 ;   800,00 ;   960,00 ;   620,00 ;3508405003001
Área 002; 14 918 ; 8 519 ; 6 399 ;  1 193,34 ;  1 424,84 ;   885,15 ;   805,00 ;  1 000,00 ;   650,00 ;3508405003002
Caçapava; 48 669 ; 27 556 ; 21 113 ;  1 489,23 ;  1 798,71 ;  1 085,32 ;   900,00 ;  1 020,00 ;   600,00 ;3508504
Área 001; 10 471 ; 6 252 ; 4 218 ;  1 399,79 ;  1 675,32 ;   991,41 ;   800,00 ;  1 000,00 ;   600,00 ;3508504003001
Área 002; 10 152 ; 5 365 ; 4 787 ;  2 028,32 ;  2 471,31 ;  1 531,86 ;  1 100,00 ;  1 400,00 ;   850,00 ;3508504003002
Área 003; 12 010 ; 6 528 ; 5 482 ;  1 512,13 ;  1 847,26 ;  1 113,04 ;   900,00 ;  1 080,00 ;   660,00 ;3508504003003
Área 004; 16 036 ; 9 410 ; 6 625 ;  1 189,19 ;  1 463,53 ;   799,55 ;   800,00 ;  1 000,00 ;   520,00 ;3508504003004
Caieiras; 50 587 ; 27 118 ; 23 468 ;  1 345,28 ;  1 528,38 ;  1 133,71 ;   900,00 ;  1 000,00 ;   700,00 ;3509007
Área 001; 8 788 ; 4 838 ; 3 950 ;   881,84 ;  1 015,02 ;   718,70 ;   700,00 ;   800,00 ;   600,00 ;3509007003001
Área 002; 10 937 ; 5 841 ; 5 096 ;  1 304,13 ;  1 556,62 ;  1 014,73 ;   900,00 ;  1 000,00 ;   700,00 ;3509007003002
Área 003; 15 151 ; 7 985 ; 7 166 ;  1 865,25 ;  2 069,47 ;  1 637,71 ;  1 000,00 ;  1 200,00 ;   900,00 ;3509007003003
Área 004; 15 710 ; 8 454 ; 7 256 ;  1 131,72 ;  1 291,61 ;   945,44 ;   800,00 ;  1 000,00 ;   700,00 ;3509007003004
Cajamar; 34 020 ; 18 593 ; 15 427 ;  1 148,58 ;  1 319,65 ;   942,41 ;   800,00 ;   975,00 ;   700,00 ;3509205
Área 001; 9 860 ; 5 262 ; 4 598 ;  1 208,70 ;  1 482,02 ;   895,91 ;   850,00 ;  1 000,00 ;   735,00 ;3509205003001
Área 002; 11 486 ; 6 270 ; 5 216 ;  1 007,67 ;  1 150,04 ;   836,52 ;   750,00 ;   800,00 ;   600,00 ;3509205003002
Área 003; 12 673 ; 7 060 ; 5 613 ;  1 229,52 ;  1 349,26 ;  1 078,91 ;   890,00 ;  1 000,00 ;   750,00 ;3509205003003
Campinas; 665 133 ; 346 560 ; 318 573 ;  2 137,50 ;  2 533,15 ;  1 707,10 ;  1 020,00 ;  1 230,00 ;   900,00 ;3509502
Årea Urbana de Sousas; 12 919 ; 6 722 ; 6 197 ;  3 281,78 ;  4 188,74 ;  2 298,06 ;  1 400,00 ;  1 800,00 ;  1 000,00 ;3509502005002
Barão Geraldo-Real Parque-Guará; 17 318 ; 9 361 ; 7 957 ;  3 063,40 ;  3 594,60 ;  2 438,49 ;  1 500,00 ;  1 800,00 ;  1 290,00 ;3509502005003
Cambuí; 18 087 ; 8 354 ; 9 733 ;  6 146,65 ;  7 724,89 ;  4 791,94 ;  3 500,00 ;  5 000,00 ;  3 000,00 ;3509502005012
Centro; 13 156 ; 6 066 ; 7 090 ;  3 031,35 ;  3 592,00 ;  2 551,67 ;  1 500,00 ;  1 700,00 ;  1 500,00 ;3509502005013
Eixo Campinas-Mogi Mirim-Universidades; 20 663 ; 10 869 ; 9 793 ;  4 260,86 ;  5 285,11 ;  3 124,08 ;  2 000,00 ;  2 500,00 ;  1 550,00 ;3509502005004
Núcleo Urbano de Joaquim Egídio e Zona Rural Apa; 3 698 ; 2 092 ; 1 606 ;  1 791,07 ;  1 909,38 ;  1 636,89 ;   900,00 ;   980,00 ;   800,00 ;3509502005001
Região Boa Vista-Via Norte-Santa Bárbara; 16 987 ; 9 213 ; 7 774 ;  1 416,09 ;  1 657,33 ;  1 130,21 ;  1 000,00 ;  1 200,00 ;   900,00 ;3509502005035
Região Bonfim-Proost de Sousa; 18 123 ; 9 216 ; 8 908 ;  2 870,19 ;  3 633,39 ;  2 080,59 ;  1 510,00 ;  2 000,00 ;  1 500,00 ;3509502005007
Região Bosque-Proença; 26 358 ; 13 045 ; 13 313 ;  3 409,32 ;  4 119,38 ;  2 713,59 ;  2 000,00 ;  2 500,00 ;  1 510,00 ;3509502005014
Região Campo Belo-Jd Fernanda-Viracopos; 17 173 ; 9 794 ; 7 379 ;   797,22 ;   894,73 ;   667,79 ;   700,00 ;   800,00 ;   600,00 ;3509502005032
Região Campo Grande-Parque Valença; 17 955 ; 10 101 ; 7 854 ;  1 049,59 ;  1 228,95 ;   818,91 ;   812,00 ;  1 000,00 ;   650,00 ;3509502005025
Região Campos Elíseos-Ipaussurama; 17 874 ; 9 078 ; 8 796 ;  1 592,17 ;  1 826,96 ;  1 349,86 ;  1 000,00 ;  1 200,00 ;   900,00 ;3509502005015
Região Chapadão-Vila Nova; 20 690 ; 10 872 ; 9 818 ;  3 029,97 ;  3 623,03 ;  2 373,20 ;  1 800,00 ;  2 000,00 ;  1 400,00 ;3509502005005
Região Costa e Silva-Mansões de Santo Antônio; 20 831 ; 10 474 ; 10 356 ;  3 245,95 ;  4 073,69 ;  2 408,81 ;  1 800,00 ;  2 000,00 ;  1 500,00 ;3509502005006
Região Dics-Cohab; 16 605 ; 8 640 ; 7 965 ;   997,36 ;  1 154,45 ;   826,96 ;   800,00 ;   980,00 ;   600,00 ;3509502005031
Região Florence-Satélite Irís; 16 209 ; 8 987 ; 7 223 ;  1 014,11 ;  1 186,38 ;   799,76 ;   800,00 ;  1 000,00 ;   700,00 ;3509502005027
Região Guanabara-Jd Ns Auxiliadora-Lagoa do Taquaral; 18 067 ; 8 659 ; 9 408 ;  3 399,89 ;  3 647,13 ;  3 172,36 ;  2 000,00 ;  2 300,00 ;  1 800,00 ;3509502005010
Região Jardim do Lago-Itatinga; 18 667 ; 9 775 ; 8 892 ;  1 796,98 ;  2 145,89 ;  1 413,44 ;  1 300,00 ;  1 500,00 ;  1 020,00 ;3509502005019
Região Jd Garcia-Jd Aurélia; 15 872 ; 8 038 ; 7 834 ;  1 697,43 ;  2 136,73 ;  1 246,67 ;  1 200,00 ;  1 500,00 ;  1 000,00 ;3509502005016
Região Jd Planalto-Distrito Industrial; 15 796 ; 8 564 ; 7 231 ;  1 084,90 ;  1 256,63 ;   881,52 ;   800,00 ;  1 000,00 ;   700,00 ;3509502005030
Região Jd Santa Lúcia-Novos Campos Elíseos; 20 098 ; 10 987 ; 9 112 ;  1 332,43 ;  1 554,05 ;  1 065,22 ;  1 000,00 ;  1 100,00 ;   800,00 ;3509502005017
Região Mauro Marcondes-Vida Nova-Friburgo; 18 031 ; 9 466 ; 8 565 ;   991,79 ;  1 168,47 ;   796,51 ;   800,00 ;   900,00 ;   656,00 ;3509502005029
Região Nova Aparecida; 17 091 ; 9 046 ; 8 045 ;  1 182,99 ;  1 416,20 ;   920,73 ;   900,00 ;  1 000,00 ;   740,00 ;3509502005034
Região Nova Europa-Jambeiro; 19 023 ; 10 202 ; 8 821 ;  2 345,26 ;  2 656,79 ;  1 984,92 ;  1 300,00 ;  1 500,00 ;  1 000,00 ;3509502005022
Região Ouro Verde; 19 849 ; 10 655 ; 9 194 ;  1 188,41 ;  1 439,59 ;   897,34 ;   900,00 ;  1 100,00 ;   700,00 ;3509502005028
Região Oziel-Bandeiras; 16 467 ; 9 151 ; 7 316 ;  1 040,96 ;  1 193,41 ;   850,28 ;   750,00 ;   900,00 ;   600,00 ;3509502005024
Região Parque Brasília-Flamboyant-Chácara da Barra; 18 318 ; 8 950 ; 9 368 ;  2 389,92 ;  2 899,53 ;  1 903,08 ;  1 500,00 ;  1 700,00 ;  1 200,00 ;3509502005009
Região Santa Odila-Jd das Oliveiras-Carlos Lourenço; 32 280 ; 16 582 ; 15 698 ;  1 736,37 ;  1 991,44 ;  1 466,93 ;  1 000,00 ;  1 200,00 ;   900,00 ;3509502005023
Região São Domingo-Nova América-San Diego; 18 730 ; 10 405 ; 8 324 ;  1 129,46 ;  1 301,11 ;   914,90 ;   900,00 ;  1 000,00 ;   700,00 ;3509502005033
Região São Fernando; 21 023 ; 10 970 ; 10 053 ;  1 479,29 ;  1 758,87 ;  1 174,20 ;   910,00 ;  1 020,00 ;   800,00 ;3509502005021
Região São Luiz-Itajaí-Lisa; 20 094 ; 10 727 ; 9 367 ;   971,54 ;  1 154,48 ;   762,02 ;   800,00 ;   950,00 ;   612,00 ;3509502005026
Região São Marcos-San Martin; 20 515 ; 10 489 ; 10 026 ;   950,87 ;  1 137,41 ;   755,73 ;   800,00 ;  1 000,00 ;   635,00 ;3509502005036
Região São Quirino-Primavera-Parque Taquaral; 18 805 ; 9 754 ; 9 051 ;  2 542,96 ;  3 201,10 ;  1 833,74 ;  1 020,00 ;  1 500,00 ;  1 000,00 ;3509502005008
Região Vila Brandina-Gramado; 17 063 ; 8 886 ; 8 178 ;  4 699,18 ;  6 085,53 ;  3 192,83 ;  2 400,00 ;  3 500,00 ;  1 700,00 ;3509502005011
Região Vila Teixeira-Pq Industrial-São Bernardo; 25 311 ; 12 106 ; 13 205 ;  2 072,77 ;  2 549,67 ;  1 635,56 ;  1 470,00 ;  1 700,00 ;  1 030,00 ;3509502005020
Região Vila União-Jd Capivari; 19 386 ; 10 265 ; 9 122 ;  1 520,05 ;  1 781,65 ;  1 225,68 ;  1 000,00 ;  1 200,00 ;   800,00 ;3509502005018
Campo Limpo Paulista; 43 581 ; 23 626 ; 19 955 ;  1 284,40 ;  1 551,32 ;   968,37 ;   900,00 ;  1 050,00 ;   700,00 ;3509601
Área 001; 8 362 ; 4 514 ; 3 847 ;  1 140,96 ;  1 383,96 ;   855,84 ;   850,00 ;  1 000,00 ;   700,00 ;3509601003001
Área 002; 8 512 ; 4 357 ; 4 155 ;  1 570,48 ;  1 952,16 ;  1 170,31 ;  1 021,00 ;  1 407,00 ;   800,00 ;3509601003002
Área 003; 12 492 ; 6 829 ; 5 663 ;  1 490,46 ;  1 797,26 ;  1 120,52 ;  1 000,00 ;  1 200,00 ;   760,00 ;3509601003003
Área 004; 14 215 ; 7 926 ; 6 289 ;  1 016,39 ;  1 214,43 ;   766,77 ;   800,00 ;  1 000,00 ;   630,00 ;3509601003004
Campos do Jordão; 29 464 ; 15 126 ; 14 338 ;  1 389,19 ;  1 807,75 ;   947,65 ;   700,00 ;   800,00 ;   600,00 ;3509700
Área 001; 14 158 ; 7 297 ; 6 862 ;  1 198,28 ;  1 401,64 ;   982,04 ;   750,00 ;   800,00 ;   609,00 ;3509700003001
